id,income-2021
9330059.15,91000
9330059.16,93000
9330059.17,50000
9330059.18,38000
9330060.01,68000
9330060.02,63200
9330061.00,65500
9330062.00,67000
9330063.00,68500
9330064.00,60000
9330065.00,64500
9330066.01,74500
9330066.02,87000
9330067.01,51200
9330067.02,80000
9330068.00,65000
9330069.02,57200
9330069.03,70000
9330069.04,64500
9330100.01,102000
9330100.02,100000
9330101.03,70000
9330101.04,68500
9330101.05,87000
9330101.06,82000
9330102.01,79000
9330102.02,103000
9330103.01,86000
9330103.02,69500
9330104.01,92000
9330104.02,127000
9330110.02,144000
9330110.03,135000
9330110.04,143000
9330111.02,134000
9330111.04,100000
9330111.05,118000
9330111.06,
9330111.07,106000
9330112.00,114000
9330113.00,104000
9330114.01,162000
9330114.02,138000
9330115.00,128000
9330116.00,135000
9330117.00,130000
9330118.00,84000
9330119.00,123000
9330120.00,148000
9330121.00,159000
9330122.00,146000
9330130.01,74000
9330130.03,66000
9330130.04,58000
9330131.00,109000
9330132.00,170000
9330133.01,150000
9330133.02,152000
9330134.00,106000
9330135.00,120000
9330140.02,101000
9330140.03,92000
9330140.04,117000
9330141.02,87000
9330141.03,97000
9330141.04,96000
9330142.01,110000
9330142.02,95000
9330142.03,84000
9330143.01,99000
9330143.02,75000
9330143.03,82000
9330143.04,100000
9330144.03,97000
9330144.04,78500
9330144.05,81000
9330144.06,96000
9330145.01,84000
9330145.02,99000
9330146.00,90000
9330147.04,66000
9330147.05,68000
9330147.07,50000
9330147.09,68000
9330147.10,71000
9330147.11,63600
9330147.12,64500
9330147.13,68500
9330147.14,85000
9330148.01,59600
9330148.02,55200
9330148.03,42000
9330149.02,96000
9330149.05,81000
9330149.06,87000
9330149.07,98000
9330149.08,83000
9330149.09,74500
9330150.00,114000
9330151.03,102000
9330151.05,97000
9330151.06,106000
9330151.07,53200
9330151.09,98000
9330151.10,68000
9330151.11,99000
9330160.01,133000
9330160.02,105000
9330160.03,108000
9330160.04,88000
9330161.02,93000
9330161.03,106000
9330161.05,108000
9330161.06,106000
9330161.07,
9330161.08,98000
9330161.09,105000
9330162.01,119000
9330162.02,119000
9330162.04,135000
9330162.05,97000
9330162.06,104000
9330163.01,117000
9330163.04,121000
9330163.05,94000
9330163.06,95000
9330163.07,104000
9330163.08,111000
9330170.03,58000
9330170.04,94000
9330170.05,56400
9330170.07,93000
9330170.08,92000
9330180.05,102000
9330180.06,144000
9330180.07,111000
9330180.08,119000
9330180.09,104000
9330180.10,115000
9330181.03,115000
9330181.07,129000
9330181.08,126000
9330181.09,100000
9330181.10,83000
9330181.11,64000
9330181.12,132000
9330181.13,92000
9330181.14,88000
9330181.15,
9330181.16,98000
9330181.17,80000
9330181.18,68500
9330182.02,137000
9330182.03,126000
9330182.04,148000
9330182.05,118000
9330182.06,115000
9330182.07,146000
9330182.08,127000
9330183.01,117000
9330183.03,88000
9330183.06,93000
9330183.07,123000
9330183.10,105000
9330183.11,97000
9330183.12,101000
9330183.13,109000
9330183.14,110000
9330183.15,130000
9330183.16,140000
9330183.17,123000
9330184.07,76000
9330184.08,105000
9330184.09,114000
9330184.10,108000
9330184.13,114000
9330184.15,118000
9330184.16,111000
9330184.17,114000
9330184.18,122000
9330184.19,116000
9330184.20,117000
9330184.21,90000
9330184.22,76500
9330184.23,106000
9330184.24,93000
9330184.25,104000
9330184.26,126000
9330184.27,113000
9330185.05,84000
9330185.08,156000
9330185.09,86000
9330185.10,92000
9330185.12,110000
9330185.15,95000
9330185.16,101000
9330185.17,105000
9330185.18,118000
9330185.19,94000
9330185.20,105000
9330185.21,85000
9330185.22,93000
9330185.23,116000
9330185.24,114000
9330185.25,116000
9330185.26,85000
9330185.27,93000
9330186.01,97000
9330186.02,93000
9330186.06,99000
9330186.07,105000
9330186.08,98000
9330186.09,90000
9330186.10,94000
9330187.04,96000
9330187.05,100000
9330187.06,104000
9330187.07,131000
9330187.11,103000
9330187.12,102000
9330187.13,101000
9330187.14,89000
9330187.15,102000
9330187.16,118000
9330187.17,104000
9330187.18,109000
9330188.01,122000
9330188.02,112000
9330188.04,110000
9330188.05,125000
9330188.06,110000
9330188.07,123000
9330188.08,118000
9330189.03,110000
9330189.06,95000
9330189.07,91000
9330189.08,67500
9330189.09,103000
9330189.10,94000
9330189.11,65000
9330189.12,84000
9330190.03,80000
9330190.04,100000
9330190.05,77500
9330190.06,73000
9330190.07,74500
9330191.03,97000
9330191.04,62800
9330191.05,93000
9330191.06,63600
9330191.07,62400
9330192.00,85000
9330200.01,119000
9330200.02,117000
9330201.00,96000
9330202.01,88000
9330202.02,79500
9330203.00,108000
9330204.01,67000
9330204.02,66000
9330205.01,61600
9330205.02,62400
9330206.00,79000
9330207.00,69500
9330208.00,89000
9330209.01,93000
9330209.02,117000
9330210.00,88000
9330220.00,104000
9330221.01,113000
9330221.03,102000
9330221.04,82000
9330222.01,90000
9330222.02,91000
9330223.01,91000
9330223.02,78500
9330224.01,60800
9330224.02,58400
9330225.01,102000
9330225.02,75500
9330226.02,86000
9330226.03,58400
9330226.04,60400
9330227.01,61200
9330227.02,61600
9330228.02,102000
9330228.03,70000
9330228.04,69000
9330229.00,89000
9330230.01,115000
9330230.02,77500
9330231.00,118000
9330232.00,109000
9330233.00,98000
9330234.00,106000
9330235.02,101000
9330235.03,60400
9330235.04,76500
9330236.00,130000
9330237.00,90000
9330238.01,98000
9330238.02,96000
9330239.01,99000
9330239.02,77000
9330240.01,88000
9330240.02,88000
9330241.00,92000
9330242.00,90000
9330243.01,94000
9330243.02,88000
9330250.01,111000
9330250.02,150000
9330251.01,
9330251.02,
9330260.04,117000
9330260.05,115000
9330260.06,144000
9330260.07,98000
9330260.08,149000
9330260.10,103000
9330260.11,
9330260.12,99000
9330270.00,
9330280.01,
9330280.02,123000
9330281.01,120000
9330281.02,96000
9330282.01,96000
9330282.02,83000
9330283.00,73500
9330284.01,76000
9330284.03,88000
9330284.04,79500
9330285.01,59200
9330285.02,119000
9330286.01,121000
9330286.02,115000
9330286.03,134000
9330287.06,75500
9330287.09,63600
9330287.10,129000
9330287.11,117000
9330287.12,101000
9330287.13,95000
9330287.14,113000
9330287.15,76500
9330287.16,67500
9330287.17,122000
9330287.18,88000
9330287.19,148000
9330287.20,143000
9330287.21,125000
9330287.22,107000
9330287.23,126000
9330290.04,132000
9330290.05,119000
9330290.06,
9330290.07,116000
9330290.08,80000
9330290.09,69000
9330291.01,87000
9330291.02,103000
9330292.01,122000
9330292.03,115000
9330292.04,112000
9330400.04,132000
9330400.05,119000
9330400.06,124000
9330400.08,
9330400.09,128000
9330401.01,79000
9330401.03,101000
9330401.04,57600
9330402.02,98000
9330402.03,65000
9330402.04,103000
9330403.01,99000
9330403.04,115000
9330403.05,122000
9330403.06,
9330403.07,106000
9330404.01,113000
9330404.02,142000
9330410.02,93000
9330410.04,87000
9330410.05,99000
9330410.06,135000
9330500.01,45600
9330500.02,103000
9330501.01,93000
9330501.02,128000
9330501.03,121000
9330502.01,114000
9330502.02,79000
9330502.03,119000
9330502.05,120000
9330502.06,126000
9330502.07,96000
9330503.01,126000
9330503.03,117000
9330503.06,72000
9330503.07,46400
9330503.08,77000
9330503.09,70000
9330504.03,129000
9330504.07,92000
9330504.08,109000
9330504.09,132000
9330504.10,95000
9330504.12,102000
9330504.13,104000
9330504.14,
9330504.15,100000
9330504.16,94000
9330504.17,125000
9330504.18,98000
9330504.19,121000
9330504.20,116000
9330505.01,126000
9330505.03,
9330505.04,133000
9330506.01,96000
9330506.02,95000
