id,income-2011
9330142.03,60989.0
9330143.01,80818.0
9330143.02,48694.0
9330143.03,59651.0
9330143.04,79977.0
9330144.03,69918.0
9330144.04,55184.0
9330144.05,71241.0
9330144.06,70477.0
9330145.01,64345.0
9330145.02,71944.0
9330146.00,66852.0
9330147.01,51498.0
9330147.04,50751.0
9330147.05,45627.0
9330147.07,34569.0
9330147.08,44237.0
9330147.09,52929.0
9330147.10,50422.0
9330148.00,35888.0
9330149.02,77102.0
9330149.05,50520.0
9330149.06,75085.0
9330149.07,73689.0
9330149.08,57462.0
9330149.09,59700.0
9330150.00,81187.0
9330151.03,83412.0
9330151.05,64218.0
9330151.06,69435.0
9330151.07,36933.0
9330151.08,65025.0
9330160.01,106530.0
9330160.02,75094.0
9330160.03,87329.0
9330160.04,71691.0
9330161.01,75788.0
9330161.02,65812.0
9330161.03,80513.0
9330161.05,83240.0
9330161.06,86093.0
9330162.01,95040.0
9330162.02,89568.0
9330162.03,66928.0
9330162.04,98465.0
9330163.01,88998.0
9330163.04,94335.0
9330163.05,58150.0
9330163.06,71540.0
9330163.07,69007.0
9330163.08,82756.0
9330170.03,40976.0
9330170.04,72806.0
9330170.05,45980.0
9330170.07,69304.0
9330170.08,71701.0
9330180.01,108669.0
9330180.02,82095.0
9330181.03,88973.0
9330181.05,56184.0
9330181.06,69823.0
9330181.07,105805.0
9330181.08,90731.0
9330181.09,110352.0
9330181.10,68111.0
9330181.11,49695.0
9330181.12,95977.0
9330181.13,63999.0
9330181.14,66180.0
9330182.01,124980.0
9330182.02,112714.0
9330182.03,100809.0
9330182.04,83519.0
9330182.05,76543.0
9330182.06,48108.0
9330183.01,90960.0
9330183.03,61850.0
9330183.04,81749.0
9330183.05,93200.0
9330183.06,69674.0
9330183.07,91374.0
9330184.02,50042.0
9330184.06,75821.0
9330184.07,53092.0
9330184.08,74245.0
9330184.09,79409.0
9330184.10,66803.0
9330184.11,74607.0
9330184.12,77985.0
9330184.13,93931.0
9330184.14,95206.0
9330184.15,82040.0
9330184.16,72890.0
9330185.05,53968.0
9330185.07,81479.0
9330185.08,105719.0
9330185.09,58495.0
9330185.10,64093.0
9330185.11,61511.0
9330185.12,73527.0
9330185.15,55930.0
9330185.16,64255.0
9330185.17,82474.0
9330185.18,81871.0
9330185.19,64620.0
9330185.20,67708.0
9330185.21,47232.0
9330185.22,58755.0
9330186.01,62356.0
9330186.02,54805.0
9330186.05,51845.0
9330186.06,63334.0
9330186.07,73889.0
9330186.08,62657.0
9330187.03,72902.0
9330187.04,68667.0
9330187.05,63182.0
9330187.06,66572.0
9330187.07,108405.0
9330187.11,72934.0
9330187.12,62472.0
9330187.13,73058.0
9330187.14,64288.0
9330187.15,62409.0
9330187.16,90328.0
9330188.01,97876.0
9330188.02,68266.0
9330188.04,73988.0
9330188.05,87850.0
9330188.06,75261.0
9330188.07,98216.0
9330188.08,85394.0
9330189.03,62451.0
9330189.05,45085.0
9330189.06,60067.0
9330189.07,61344.0
9330189.08,40077.0
9330189.09,69189.0
9330189.10,56602.0
9330190.01,46331.0
9330190.03,52454.0
9330190.04,65710.0
9330190.05,43772.0
9330191.03,56063.0
9330191.04,40937.0
9330191.05,57834.0
9330191.06,41644.0
9330191.07,38518.0
9330192.00,47200.0
9330200.00,84181.0
9330201.00,60155.0
9330202.00,57022.0
9330203.00,79359.0
9330204.01,47109.0
9330204.02,42074.0
9330205.01,39094.0
9330205.02,39227.0
9330206.00,54356.0
9330207.00,40878.0
9330208.00,62100.0
9330209.00,76086.0
9330210.00,53918.0
9330220.00,74187.0
9330221.01,89850.0
9330221.03,89975.0
9330221.04,60150.0
9330222.01,61462.0
9330222.02,59192.0
9330223.01,66991.0
9330223.02,46861.0
9330224.01,41992.0
9330224.02,31900.0
9330225.01,76075.0
9330225.02,53223.0
9330226.02,63977.0
9330226.03,34723.0
9330226.04,37758.0
9330227.01,37946.0
9330227.02,40533.0
9330228.02,70590.0
9330228.03,38235.0
9330228.04,44817.0
9330229.00,60391.0
9330230.01,84088.0
9330230.02,48565.0
9330231.00,82024.0
9330232.00,97368.0
9330233.00,64424.0
9330234.00,75981.0
9330235.02,73841.0
9330235.03,32303.0
9330235.04,51478.0
9330236.00,103114.0
9330237.00,62981.0
9330238.01,72979.0
9330238.02,68266.0
9330239.00,61616.0
9330240.01,58876.0
9330240.02,60666.0
9330241.00,70493.0
9330242.00,55660.0
9330243.01,62471.0
9330243.02,72901.0
9330250.01,x
9330250.02,122229.0
9330251.00,x
9330260.04,87460.0
9330260.05,80000.0
9330260.06,116775.0
9330260.07,74422.0
9330260.08,97102.0
9330260.09,62100.0
9330260.10,75052.0
9330270.00,x
9330280.00,90575.0
9330281.01,90834.0
9330281.02,67745.0
9330282.01,65482.0
9330282.02,58563.0
9330283.00,49995.0
9330284.01,51577.0
9330284.02,64107.0
9330285.01,36546.0
9330285.02,87356.0
9330286.01,86724.0
9330286.02,90469.0
9330286.03,98332.0
9330287.01,81426.0
9330287.02,97115.0
9330287.06,51728.0
9330287.09,43238.0
9330287.10,92934.0
9330287.11,88699.0
9330287.12,82309.0
9330287.13,64479.0
9330287.14,82162.0
9330287.15,54489.0
9330287.16,45512.0
9330290.02,52644.0
9330290.03,75448.0
9330290.04,103810.0
9330290.05,81069.0
9330291.01,59552.0
9330291.02,72149.0
9330292.01,88418.0
9330292.03,77110.0
9330292.04,88320.0
9330400.02,85111.0
9330400.04,84835.0
9330400.05,84717.0
9330400.06,91009.0
9330401.01,51197.0
9330401.02,47820.0
9330402.02,69226.0
9330402.03,47776.0
9330402.04,73126.0
9330403.01,63589.0
9330403.03,71261.0
9330403.04,88527.0
9330403.05,83793.0
9330404.01,76435.0
9330404.02,104970.0
9330410.02,61813.0
9330410.04,70386.0
9330410.05,72908.0
9330410.06,96303.0
9330500.00,56196.0
9330501.01,64769.0
9330501.02,89565.0
9330501.03,77747.0
9330502.01,81513.0
9330502.02,61412.0
9330502.03,82718.0
9330502.05,88655.0
9330502.06,95777.0
9330502.07,67105.0
9330503.01,93043.0
9330503.03,83643.0
9330503.06,48541.0
9330503.07,27505.0
9330503.08,43301.0
9330503.09,47685.0
9330504.03,93436.0
9330504.05,84061.0
9330504.06,77777.0
9330504.07,64650.0
9330504.08,84731.0
9330504.09,98430.0
9330504.10,59492.0
9330504.11,86389.0
9330504.12,85259.0
9330504.13,81550.0
9330505.01,84460.0
9330505.02,88275.0
9330506.01,59612.0
9330506.02,61048.0
