id,income-2011
9330001.01,66259.0
9330001.02,59838.0
9330002.01,60252.0
9330002.03,72764.0
9330002.04,77646.0
9330003.01,59778.0
9330003.02,58094.0
9330004.01,56285.0
9330004.02,60376.0
9330005.00,39656.0
9330006.01,65462.0
9330006.02,62689.0
9330007.01,62448.0
9330007.02,92691.0
9330008.01,58935.0
9330008.02,135986.0
9330009.00,53734.0
9330010.01,56975.0
9330010.02,50490.0
9330011.00,58750.0
9330012.00,64762.0
9330013.01,58668.0
9330013.03,59452.0
9330013.04,54004.0
9330014.01,67719.0
9330014.02,40150.0
9330015.01,63246.0
9330015.02,65759.0
9330016.01,48477.0
9330016.04,58240.0
9330016.05,48543.0
9330016.06,44483.0
9330017.01,57730.0
9330017.02,56420.0
9330018.01,53595.0
9330018.02,71465.0
9330019.00,63598.0
9330020.00,74830.0
9330021.00,149704.0
9330022.00,43119.0
9330023.00,104559.0
9330024.00,110834.0
9330025.00,99735.0
9330026.00,80783.0
9330027.01,79985.0
9330027.02,63616.0
9330028.00,86841.0
9330029.00,70051.0
9330030.00,71611.0
9330031.01,69210.0
9330031.02,64403.0
9330032.00,55318.0
9330033.01,67783.0
9330033.02,56562.0
9330034.01,47360.0
9330034.02,62521.0
9330035.01,55619.0
9330035.02,54702.0
9330036.01,59436.0
9330036.02,62558.0
9330037.01,58305.0
9330037.02,45428.0
9330038.00,48601.0
9330039.01,59101.0
9330039.02,64196.0
9330040.01,45243.0
9330040.02,52221.0
9330041.01,60004.0
9330041.02,69661.0
9330042.00,74249.0
9330043.01,78293.0
9330043.02,107117.0
9330044.00,76039.0
9330045.01,73586.0
9330045.02,66564.0
9330046.00,50779.0
9330047.01,58937.0
9330047.02,51942.0
9330048.00,58219.0
9330049.01,74887.0
9330049.02,65997.0
9330050.02,37067.0
9330050.03,38924.0
9330050.04,35018.0
9330051.01,61070.0
9330051.02,56069.0
9330052.01,51579.0
9330052.02,61460.0
9330053.01,60129.0
9330053.02,66824.0
9330054.01,68977.0
9330054.02,69202.0
9330055.01,40622.0
9330055.02,40458.0
9330056.01,35304.0
9330056.02,49271.0
9330057.01,20852.0
9330057.02,30049.0
9330058.00,15117.0
9330059.06,26926.0
9330059.07,84202.0
9330059.08,81240.0
9330059.09,45460.0
9330059.10,58091.0
9330059.11,56488.0
9330059.12,65406.0
9330060.01,44037.0
9330060.02,43516.0
9330061.00,45076.0
9330062.00,49538.0
9330063.00,48819.0
9330064.00,37489.0
9330065.00,37752.0
9330066.00,57794.0
9330067.01,36002.0
9330067.02,48564.0
9330068.00,46787.0
9330069.00,35698.0
9330100.01,78643.0
9330100.02,65281.0
9330101.03,45164.0
9330101.04,46459.0
9330101.05,56782.0
9330101.06,48079.0
9330102.00,74525.0
9330103.00,55909.0
9330104.00,78115.0
9330110.02,94649.0
9330110.03,92609.0
9330110.04,98823.0
9330111.01,78276.0
9330111.02,94053.0
9330111.03,77328.0
9330112.00,68728.0
9330113.00,75677.0
9330114.01,95558.0
9330114.02,102853.0
9330115.00,81842.0
9330116.00,104753.0
9330117.00,105859.0
9330118.00,57394.0
9330119.00,94550.0
9330120.00,88737.0
9330121.00,110423.0
9330122.00,118241.0
9330130.01,52555.0
9330130.03,45550.0
9330130.04,32752.0
9330131.00,88861.0
9330132.00,151983.0
9330133.01,121757.0
9330133.02,125927.0
9330134.00,89288.0
9330135.00,111206.0
9330140.02,81921.0
9330140.03,60832.0
9330140.04,89394.0
9330141.01,72415.0
9330141.02,81176.0
9330142.01,81817.0
9330142.02,75838.0
